Instrument,Segment Name,Segment Code,Revenue,year
ODP.OQ,Veyer Division,513210,,FY0
ODP.OQ,Varis Division,"513210,518210",,FY0
ODP.OQ,Segment Total,SEGMTL,,FY0
ODP.OQ,Eliminations,ICELIM,,FY0
ODP.OQ,Consolidated Total,CONSTL,,FY0
ODFL.OQ,LTL services,484122,6260077000.0,FY0
ODFL.OQ,Other services,OTHERS,,FY0
ODFL.OQ,Segment Total,SEGMTL,,FY0
ODFL.OQ,Consolidated Total,CONSTL,,FY0
FE.N,Regulated Distribution,"221112,221113,221122",11779000000.0,FY0
FE.N,Regulated Transmission,221118,,FY0
FE.N,Segment Total,SEGMTL,,FY0
FE.N,Reconciling Adjustments,ICELIM,,FY0
FE.N,Other/Corporate,EXPOTH,,FY0
FE.N,Consolidated Total,CONSTL,,FY0
OGC.TO,,,967400000.0,FY0
OGD.TO,,,151840435.176791,FY0
OGE.N,Electric Utility,"221112,221118,221121,221122",3375700000.0,FY0
OGE.N,Natural Gas Midstream Operations,"213112,221210,486210",,FY0
OGE.N,Segment Total,SEGMTL,,FY0
OGE.N,Intersegment Eliminations,ICELIM,,FY0
OGE.N,Other Operations,EXPOTH,,FY0
OGE.N,Consolidated Total,CONSTL,,FY0
OHI.N,,,878244000.0,FY0
OI.N,Europe,327213,6856000000.0,FY0
OI.N,Americas,327213,,FY0
OI.N,Segment Total,SEGMTL,,FY0
OI.N,Other,EXPOTH,,FY0
OI.N,Consolidated Total,CONSTL,,FY0
MX.TO,,,4311188000.0,FY0
OIS.N,Well Site Services,"213111,213112",737706000.0,FY0
OIS.N,Offshore Products,"213112,333120,333131,333132",,FY0
OIS.N,Downhole Technologies,213112,,FY0
OIS.N,Segment Total,SEGMTL,,FY0
OIS.N,Consolidated Total,CONSTL,,FY0
OKE.N,Natural Gas Gathering and Processing,211130,,FY0
OKE.N,Natural Gas Liquids,457210,,FY0
OKE.N,Natural Gas Pipelines,486210,,FY0
OKE.N,Segment Total,SEGMTL,,FY0
OKE.N,Other and Eliminations,ICELIM,,FY0
OKE.N,Consolidated Total,CONSTL,,FY0
ONB.OQ,,,,FY0
ORI.N,Title Insurance,524127,,FY0
ORI.N,RFIG Run-off Business,524126,,FY0
ORI.N,General Insurance,524126,,FY0
ORI.N,Segment Total,SEGMTL,,FY0
ORI.N,Other Unallocated,EXPOTH,,FY0
ORI.N,Consolidated Total,CONSTL,,FY0
OLN.N,Chlor Alkali Products and Vinyls,"325120,325180,325199",9376200000.0,FY0
OLN.N,Winchester,"332992,332993",,FY0
OLN.N,Epoxy,"325199,325211",,FY0
OLN.N,Segment Total,SEGMTL,,FY0
OLN.N,Consolidated Total,CONSTL,,FY0
OMCL.OQ,Technical services,541511,1295947000.0,FY0
OMCL.OQ,Consumables,541511,,FY0
OMCL.OQ,"SaaS, subscription software, and technology-enabled services",541511,,FY0
OMCL.OQ,"Connected devices, software licenses, and other",541511,,FY0
OMCL.OQ,Segment Total,SEGMTL,,FY0
OMCL.OQ,Consolidated Total,CONSTL,,FY0
ON.OQ,Analog solutions group,"334413,334419",8326200000.0,FY0
ON.OQ,Power solutions group,334413,,FY0
ON.OQ,Intelligent Sensing Group,334413,,FY0
ON.OQ,Segment Total,SEGMTL,,FY0
ON.OQ,Consolidated Total,CONSTL,,FY0
ORRF.OQ,,,,FY0
PLX.A,,,47638000.0,FY0
ORA.N,Electricity Segment,"221118,221122",734159000.0,FY0
ORA.N,Products Segment,335999,,FY0
ORA.N,Energy Storage and Management Services,"221121,541330",,FY0
ORA.N,Segment Total,SEGMTL,,FY0
ORA.N,Inter Segment Eliminations,ICELIM,,FY0
ORA.N,Consolidated Total,CONSTL,,FY0
ORCL.N,Service Business,541511,49954000000.0,FY0
ORCL.N,Cloud and license,"513210,541511",,FY0
ORCL.N,Hardware,"334111,334112,513210",,FY0
ORCL.N,Segment Total,SEGMTL,,FY0
ORCL.N,Consolidated Total,CONSTL,,FY0
ORE.TO,,,43431160.0,FY0
ORLY.OQ,Sales to do-it-yourself customers,441330,14409860000.0,FY0
ORLY.OQ,Sales to professional service provider customers,441330,,FY0
ORLY.OQ,Other sales and sales adjustments,441330,,FY0
ORLY.OQ,Segment Total,SEGMTL,,FY0
ORLY.OQ,Consolidated Total,CONSTL,,FY0
OSBC.OQ,,,,FY0
OSIS.OQ,Security Group,"334519,541350",1278427000.0,FY0
OSIS.OQ,Healthcare Group,"334510,334517,541990,621498",,FY0
OSIS.OQ,Optoelectronics & Manufacturing Group,"334413,334419,334513",,FY0
OSIS.OQ,Segment Total,SEGMTL,,FY0
OSIS.OQ,Eliminations,ICELIM,,FY0
OSIS.OQ,Corporate,EXPOTH,,FY0
OSIS.OQ,Consolidated Total,CONSTL,,FY0
OTEX.TO,Customer support,"513210,541512",4484980000.0,FY0
OTEX.TO,License,"513210,541512",,FY0
OTEX.TO,Professional service and other,"513210,541512",,FY0
OTEX.TO,Cloud services and subscriptions,513210,,FY0
OTEX.TO,Segment Total,SEGMTL,,FY0
OTEX.TO,Consolidated Total,CONSTL,,FY0
IOSP.OQ,Fuel Specialties,324110,1963700000.0,FY0
IOSP.OQ,Performance Chemicals.,325998,,FY0
IOSP.OQ,Oilfield services,325998,,FY0
IOSP.OQ,Segment Total,SEGMTL,,FY0
IOSP.OQ,Consolidated Total,CONSTL,,FY0
OSK.N,Defense,"336211,336992",8282000000.0,FY0
OSK.N,Fire and Emergency,336211,,FY0
OSK.N,Commercial,"333120,336211",,FY0
OSK.N,Access Equipment,333998,,FY0
OSK.N,Segment Total,SEGMTL,,FY0
OSK.N,Eliminations,ICELIM,,FY0
OSK.N,Inter-Segment Eliminations,ICELIM,,FY0
OSK.N,Consolidated Total,CONSTL,,FY0
OTTR.OQ,Electric,"221112,221118,221121,221122",549699000.0,FY0
OTTR.OQ,Manufacturing,"326199,332119,332999",,FY0
OTTR.OQ,Plastics,326122,,FY0
OTTR.OQ,Segment Total,SEGMTL,,FY0
OTTR.OQ,Consolidated Total,CONSTL,,FY0
OXM.N,Tommy Bahama,315250,1411528000.0,FY0
OXM.N,Lilly Pulitzer,"315210,315250,316990",,FY0
OXM.N,Lanier Apparel,315250,,FY0
OXM.N,Emerging Brands,315250,,FY0
OXM.N,Johnny Was,315990,,FY0
OXM.N,Segment Total,SEGMTL,,FY0
OXM.N,Corporate and other,EXPOTH,,FY0
OXM.N,Consolidated Total,CONSTL,,FY0
OXY.N,Oil and Gas,"211120,211130",36787000000.0,FY0
OXY.N,Chemical,"325180,325199,325211",,FY0
OXY.N,"Mindstream, Marketing and Other","221210,486110,486210,486910",,FY0
OXY.N,Segment Total,SEGMTL,,FY0
OXY.N,Corporate and Eliminations,"EXPOTH,ICELIM",,FY0
OXY.N,Consolidated Total,CONSTL,,FY0
OZK.OQ,,,,FY0
COP.N,Canada,"211120,211130",78494000000.0,FY0
COP.N,Asia Pacific,"211120,211130",,FY0
COP.N,Other International,211130,,FY0
COP.N,Europe and North africa,"211120,211130",,FY0
COP.N,Alaska,"211130,486110,486210",,FY0
COP.N,Lower 48,211130,,FY0
COP.N,Segment Total,SEGMTL,,FY0
COP.N,Corporate and Other,EXPOTH,,FY0
COP.N,Consolidated Total,CONSTL,,FY0
PAAS.TO,Dolores- Gold Segments,212220,1494718000.0,FY0
PAAS.TO,La Colorada Silver segment:,212220,,FY0
PAAS.TO,Huaron Silver segment:,212220,,FY0
PAAS.TO,Morococha Silver segment:,212220,,FY0
PAAS.TO,San Vicente Silver segment:,212220,,FY0
PAAS.TO,Manantial Espejo Silver segment,212220,,FY0
PAAS.TO,Escobal Silver segment,212220,,FY0
PAAS.TO,Pas Corp other segment,212220,,FY0
PAAS.TO,Navidad other segment,212220,,FY0
PAAS.TO,Gold Segment-Timmins,212220,,FY0
PAAS.TO,Gold segment-La Arena,212220,,FY0
PAAS.TO,Gold Segment Shahuindo,212220,,FY0
PAAS.TO,Other,OTHERS,,FY0
PAAS.TO,Segment Total,SEGMTL,,FY0
PAAS.TO,Consolidated Total,CONSTL,,FY0
OLED.OQ,,,616619000.0,FY0
PHX.N,Natural gas revenue - Royalty Interest,211120,14923160.0,FY0
PHX.N,Natural gas revenue - Working Interest,211120,,FY0
PHX.N,Oil revenue - Working Interest,211120,,FY0
PHX.N,Oil revenue - Royalty Interest,211120,,FY0
PHX.N,NGL revenue- Royalty Interest,211120,,FY0
PHX.N,NGL revenue- Working Interest,211120,,FY0
PHX.N,Segment Total,SEGMTL,,FY0
PHX.N,Consolidated Total,CONSTL,,FY0
PRK.A,,,,FY0
PATK.OQ,Distribution,"423330,444180",4881872000.0,FY0
PATK.OQ,Manufacturing,"323111,326191,337122,337215",,FY0
PATK.OQ,Segment Total,SEGMTL,,FY0
PATK.OQ,Eliminations,ICELIM,,FY0
PATK.OQ,Consolidated Total,CONSTL,,FY0
FCFS.OQ,U.S. Pawn,"522291,522299",2728942000.0,FY0
FCFS.OQ,Latin America Pawn,522299,,FY0
FCFS.OQ,Retail POS Payment Solutions,522299,,FY0
FCFS.OQ,Segment Total,SEGMTL,,FY0
FCFS.OQ,Corporate,EXPOTH,,FY0
FCFS.OQ,Consolidated Total,CONSTL,,FY0
PAYX.OQ,Management Solutions,541214,5007100000.0,FY0
PAYX.OQ,PEO & Insurance Services,541214,,FY0
PAYX.OQ,Segment Total,SEGMTL,,FY0
PAYX.OQ,Consolidated Total,CONSTL,,FY0
TXP.TO,,,28345000.0,FY0
PBH.N,North American OTC Healthcare-Analgesics,OTHERS,1127725000.0,FY0
PBH.N,North American OTC Healthcare-Cough & Cold,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Women's Health,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Gastrointestinal,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Dermatologicals,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Oral Care,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Other OTC,OTHERS,,FY0
PBH.N,International OTC Healthcare-Analgesics,OTHERS,,FY0
PBH.N,International OTC Healthcare-Cough & Cold,OTHERS,,FY0
PBH.N,International OTC Healthcare-Women's Health,OTHERS,,FY0
PBH.N,International OTC Healthcare-Gastrointestinal,OTHERS,,FY0
PBH.N,International OTC Healthcare-Eye & Ear Care,OTHERS,,FY0
PBH.N,International OTC Healthcare-Dermatologicals,OTHERS,,FY0
PBH.N,International OTC Healthcare-Oral Care,OTHERS,,FY0
PBH.N,International OTC Healthcare-Other OTC,OTHERS,,FY0
PBH.N,North American OTC Healthcare-Eye & Ear Care,OTHERS,,FY0
PBH.N,Segment Total,SEGMTL,,FY0
PBH.N,Consolidated Total,CONSTL,,FY0
PBL.TO,Lottery,339999,355950992.693188,FY0
PBL.TO,Charitable,339999,,FY0
PBL.TO,Gaming Systems,339999,,FY0
PBL.TO,Segment Total,SEGMTL,,FY0
PBL.TO,Consolidated Total,CONSTL,,FY0
PFBC.OQ,,,,FY0
AFG.N,P&C,524126,,FY0
AFG.N,Consol.MIEs,OTHERS,,FY0
AFG.N,Segment Total,SEGMTL,,FY0
AFG.N,Holding Co other and unallocated,EXPOTH,,FY0
AFG.N,Non core reclass,EXPOTH,,FY0
AFG.N,Consolidated Total,CONSTL,,FY0
PCAR.OQ,Truck,"333924,336110,336120",28819700000.0,FY0
PCAR.OQ,All Other,333923,,FY0
PCAR.OQ,Financial Service,522220,,FY0
PCAR.OQ,Parts,336390,,FY0
PCAR.OQ,Segment Total,SEGMTL,,FY0
PCAR.OQ,Intersegment Elimination,ICELIM,,FY0
PCAR.OQ,Consolidated Total,CONSTL,,FY0
CNXN.OQ,Business Solutions,459999,3124996000.0,FY0
CNXN.OQ,Enterprise Solutions,"423430,459999",,FY0
CNXN.OQ,Public Sector Solutions,459999,,FY0
CNXN.OQ,Segment Total,SEGMTL,,FY0
CNXN.OQ,Consolidated Total,CONSTL,,FY0
PCG.N,,,21680000000.0,FY0
PCH.OQ,Timberlands,113110,1330780000.0,FY0
PCH.OQ,Real Estate,531120,,FY0
PCH.OQ,Wood Products,"321113,321219",,FY0
PCH.OQ,Segment Total,SEGMTL,,FY0
PCH.OQ,Intersegment Resource revenues,ICELIM,,FY0
PCH.OQ,Consolidated Total,CONSTL,,FY0
BKNG.OQ,,,17090000000.0,FY0
OVV.N,Canadian Operations,"211120,211130",12464000000.0,FY0
OVV.N,USA Operations,211130,,FY0
OVV.N,Market Optimization,221210,,FY0
OVV.N,Segment Total,SEGMTL,,FY0
OVV.N,Corporate & Other,EXPOTH,,FY0
OVV.N,Consolidated Total,CONSTL,,FY0
PCTI.OQ,Antenna Products,334220,99428000.0,FY0
PCTI.OQ,Test & Measurement,334220,,FY0
PCTI.OQ,Segment Total,SEGMTL,,FY0
PCTI.OQ,Corporate,EXPOTH,,FY0
PCTI.OQ,Consolidated Total,CONSTL,,FY0
SCCO.N,Mexican Open Pit,"212220,212230,212290",10047900000.0,FY0
SCCO.N,Mexican IMMSA Unit,"212230,212290",,FY0
SCCO.N,Peruvian Operations,"212230,212290",,FY0
SCCO.N,Segment Total,SEGMTL,,FY0
SCCO.N,Corporate and Other Eliminations,"EXPOTH,ICELIM",,FY0
SCCO.N,Consolidated Total,CONSTL,,FY0
PD.TO,Completion & Production Services,"213111,213112",1193589194.77452,FY0
PD.TO,Contract Drilling Services,213112,,FY0
PD.TO,Segment Total,SEGMTL,,FY0
PD.TO,Intersegment Eliminations,ICELIM,,FY0
PD.TO,Corporate and Other,EXPOTH,,FY0
PD.TO,Consolidated Total,CONSTL,,FY0
PDCO.OQ,Dental Supply,423450,6471471000.0,FY0
PDCO.OQ,Animal Health,424210,,FY0
PDCO.OQ,Segment Total,SEGMTL,,FY0
PDCO.OQ,corporate,EXPOTH,,FY0
PDCO.OQ,Consolidated Total,CONSTL,,FY0
PDFS.OQ,,,148549000.0,FY0
PXD.N,Oil sales,211120,24384000000.0,FY0
PXD.N,NGL sales,211120,,FY0
PXD.N,Gas sales,211120,,FY0
PXD.N,Sales of purchased commodities,211120,,FY0
PXD.N,Segment Total,SEGMTL,,FY0
PXD.N,Consolidated Total,CONSTL,,FY0
EXC.OQ,ComEd,"221111,221122",19078000000.0,FY0
EXC.OQ,PECO,"221121,221210",,FY0
EXC.OQ,BGE,"221121,221210",,FY0
EXC.OQ,PHI,221122,,FY0
EXC.OQ,Segment Total,SEGMTL,,FY0
EXC.OQ,Intersegment Eliminations,ICELIM,,FY0
EXC.OQ,Unallocated,ICELIM,,FY0
EXC.OQ,Corporate/Other,EXPOTH,,FY0
EXC.OQ,Consolidated Total,CONSTL,,FY0
BTU.N,Powder River Basin Mining,212114,4981900000.0,FY0
BTU.N,Seaborne Metallurgical -Mining,212290,,FY0
BTU.N,Seaborne Thermal Mining,212390,,FY0
BTU.N,Other U.S Thermal Mining,212114,,FY0
BTU.N,Segment Total,SEGMTL,,FY0
BTU.N,Corporate and Other,EXPOTH,,FY0
BTU.N,Consolidated Total,CONSTL,,FY0
PEBO.OQ,,,,FY0
MD.N,Neonatology and other pediatric subspecialties,622110,1972021000.0,FY0
MD.N,Maternal-fetal medicine,622110,,FY0
MD.N,Pediatric cardiology,622110,,FY0
MD.N,Segment Total,SEGMTL,,FY0
MD.N,Consolidated Total,CONSTL,,FY0
PEG.N,PSEG Power & other,"221111,221118,221122,221210",9800000000.0,FY0
PEG.N,PSE&G,"221113,221121,221122,221210",,FY0
PEG.N,Segment Total,SEGMTL,,FY0
PEG.N,Eliminations,ICELIM,,FY0
PEG.N,Consolidated Total,CONSTL,,FY0
PEGA.OQ,Perpetual license,513210,1317845000.0,FY0
PEGA.OQ,Maintenance,513210,,FY0
PEGA.OQ,Cloud,513210,,FY0
PEGA.OQ,Consulting,513210,,FY0
PEGA.OQ,Subscription license,513210,,FY0
PEGA.OQ,Segment Total,SEGMTL,,FY0
PEGA.OQ,Consolidated Total,CONSTL,,FY0
PEP.OQ,Frito-Lay - North America,"311830,311919",86392000000.0,FY0
PEP.OQ,Quaker Foods North America,"311230,311919",,FY0
PEP.OQ,Latin America,"311919,311920,311930",,FY0
PEP.OQ,PepsiCo Beverages - North America,"311930,312111,312112",,FY0
PEP.OQ,"Africa, Middle East and South Asia","311919,312111",,FY0
PEP.OQ,"Asia Pacific, Australia and New Zealand and China Region","311919,311930,312111",,FY0
PEP.OQ,Europe,"311919,311930,312111",,FY0
PEP.OQ,Segment Total,SEGMTL,,FY0
PEP.OQ,Consolidated Total,CONSTL,,FY0
PESI.OQ,Treatment,"541330,562111,562219",70599000.0,FY0
PESI.OQ,Service,"541330,541990",,FY0
PESI.OQ,Segment Total,SEGMTL,,FY0
PESI.OQ,Eliminations,ICELIM,,FY0
PESI.OQ,Consolidated Total,CONSTL,,FY0
PEY.TO,,,1087861834.82176,FY0
PCB.OQ,,,,FY0
PFE.N,Biopharma,"325412,325414",100330000000.0,FY0
PFE.N,PFIZER CENTREONE,325412,,FY0
PFE.N,Segment Total,SEGMTL,,FY0
PFE.N,Consolidated Total,CONSTL,,FY0
PFG.OQ,Principal Global Investors,523940,,FY0
PFG.OQ,Principal International,"523940,524113",,FY0
PFG.OQ,Retirement and Income Solutions – Fee,525110,,FY0
PFG.OQ,Retirement and Income Solutions – Spread,"524114,525110",,FY0
PFG.OQ,Specialty benefits insurance,"524113,524114",,FY0
PFG.OQ,Individual life insurance,524113,,FY0
PFG.OQ,Certain adjustments related to equity method investments,OTHERS,,FY0
PFG.OQ,Segment Total,SEGMTL,,FY0
PFG.OQ,Elimination,ICELIM,,FY0
PFG.OQ,Corporate and Other,EXPOTH,,FY0
PFG.OQ,Realized/Unrealized Capital Gains/Losses,EXPOTH,,FY0
PFG.OQ,Other/Adjustment,EXPOTH,,FY0
PFG.OQ,Consolidated Total,CONSTL,,FY0
PFIS.OQ,,,,FY0
PFS.N,,,,FY0
PG.N,Beauty,325620,82006000000.0,FY0
PG.N,Grooming,"325620,332215",,FY0
PG.N,Health Care,"325412,339994",,FY0
PG.N,"Baby, Feminine & Family Care",322291,,FY0
PG.N,Fabric & Home Care,"322291,325611",,FY0
PG.N,Segment Total,SEGMTL,,FY0
PG.N,Corporate,EXPOTH,,FY0
PG.N,Consolidated Total,CONSTL,,FY0
PGC.OQ,,,,FY0
PGTI.N,Southeast segment,"321911,326199,332321",1491954000.0,FY0
PGTI.N,Western segment,"321911,326199,332321",,FY0
PGTI.N,Segment Total,SEGMTL,,FY0
PGTI.N,Consolidated Total,CONSTL,,FY0
PH.N,Aerospace Systems,"333995,336411,336412",19065194000.0,FY0
PH.N,Diversified Industrial,"333996,335314",,FY0
PH.N,Segment Total,SEGMTL,,FY0
PH.N,Consolidated Total,CONSTL,,FY0
RNST.N,,,,FY0
PHM.N,Northeast,"236115,236116,236117,236118",16228995000.0,FY0
PHM.N,Southeast,"236115,236116,236117,236118",,FY0
PHM.N,Florida,"236115,236116,236117,236118",,FY0
PHM.N,Texas,"236115,236116,236117,236118",,FY0
PHM.N,Midwest,"236115,236116,236117,236118",,FY0
PHM.N,West,"236115,236116,236117,236118",,FY0
PHM.N,Segment Total,SEGMTL,,FY0
PHM.N,Financial Services,ICELIM,,FY0
PHM.N,Consolidated Total,CONSTL,,FY0
PPL.TO,Pipeline Division,"486110,486210",8569636135.50816,FY0
PPL.TO,Facilities Division,"486110,486210",,FY0
PPL.TO,Marketing and New venture division,"486110,486910",,FY0
PPL.TO,Segment Total,SEGMTL,,FY0
PPL.TO,Corporate,EXPOTH,,FY0
PPL.TO,Consolidated Total,CONSTL,,FY0
ACHC.OQ,,,2610399000.0,FY0
OTCM.PK,,,105149000.0,FY0
AGYS.OQ,,,198065000.0,FY0
PAA.OQ,Intersegment Adjustment,541614,57342000000.0,FY0
PAA.OQ,Crude Oil,486110,,FY0
PAA.OQ,NGL,"486210,486910",,FY0
PAA.OQ,Segment Total,SEGMTL,,FY0
PAA.OQ,Consolidated Total,CONSTL,,FY0
PIPR.N,,,1435118000.0,FY0
PKG.N,Packaging,"322130,322211",8478000000.0,FY0
PKG.N,Paper,"322220,424130",,FY0
PKG.N,Intersegment Eliminations,"ICELIM,OTHERS",,FY0
PKG.N,Segment Total,SEGMTL,,FY0
PKG.N,Corporate and Other,EXPOTH,,FY0
PKG.N,Consolidated Total,CONSTL,,FY0
PKI.TO,USA,"424720,457110",26173149309.9122,FY0
PKI.TO,International,"424720,457110",,FY0
PKI.TO,Canada,457110,,FY0
PKI.TO,Refining,324110,,FY0
PKI.TO,Segment Total,SEGMTL,,FY0
PKI.TO,Intersegment Elimination,ICELIM,,FY0
PKI.TO,Corporate,EXPOTH,,FY0
PKI.TO,Consolidated Total,CONSTL,,FY0
PKOH.OQ,Supply Technologies,"333517,336211,336310,811310",1492900000.0,FY0
PKOH.OQ,Assembly Components,"326220,331524,335314,336310",,FY0
PKOH.OQ,Engineered Products,"332112,332996,333994",,FY0
PKOH.OQ,Segment Total,SEGMTL,,FY0
PKOH.OQ,Consolidated Total,CONSTL,,FY0
CTBI.OQ,,,,FY0
PLBC.OQ,,,,FY0
PLCE.OQ,The Children’s Place United states,"458110,459999",1708482000.0,FY0
PLCE.OQ,The Children’s Place International,"458110,459999",,FY0
PLCE.OQ,Segment Total,SEGMTL,,FY0
PLCE.OQ,Consolidated Total,CONSTL,,FY0
PLOW.N,Work Truck Attachments,333112,616068000.0,FY0
PLOW.N,Work Truck Solutions,336120,,FY0
PLOW.N,Segment Total,SEGMTL,,FY0
PLOW.N,Consolidated Total,CONSTL,,FY0
PLXS.OQ,,,4210305000.0,FY0
PLZ_u.TO,,,82105690.4568603,FY0
RDNT.OQ,Imaging Centers,621512,1430061000.0,FY0
RDNT.OQ,Artificial intelligence,OTHERS,,FY0
RDNT.OQ,Segment Total,SEGMTL,,FY0
RDNT.OQ,Consolidated Total,CONSTL,,FY0
PMT.N,Interest rate sensitive strategies,"522292,525990",714191000.0,FY0
PMT.N,Correspondent production,"522292,525990",,FY0
PMT.N,Credit sensitive strategies,"522292,525990",,FY0
PMT.N,Segment Total,SEGMTL,,FY0
PMT.N,Corporate,EXPOTH,,FY0
PMT.N,Consolidated Total,CONSTL,,FY0
PTC.OQ,,,2097053000.0,FY0
PM.N,European Union,"312230,424940",31762000000.0,FY0
PM.N,Eastern Europe,312230,,FY0
PM.N,Middle East & Africa,"312230,339999,424940",,FY0
PM.N,South & Southeast Asia,"312230,339999,424940",,FY0
PM.N,East Asia & Australia,"312230,339999",,FY0
PM.N,Americas,"312230,424940",,FY0
PM.N,Swedish match,OTHERS,,FY0
PM.N,Wellness and healthcare,OTHERS,,FY0
PM.N,Segment Total,SEGMTL,,FY0
PM.N,Consolidated Total,CONSTL,,FY0
PNC.N,,,,FY0
CODA.OQ,Marine Technology Business (Products),"334511,541360",22225800.0,FY0
CODA.OQ,Marine Engineering Business (Services),541330,,FY0
CODA.OQ,Segment Total,SEGMTL,,FY0
CODA.OQ,Consolidated Total,CONSTL,,FY0
PNFP.OQ,,,,FY0
PNM.N,PNM Electric,221118,2249555000.0,FY0
PNM.N,TNMP Electric,221121,,FY0
PNM.N,Segment Total,SEGMTL,,FY0
PNM.N,Corporate & Other,EXPOTH,,FY0
PNM.N,Consolidated Total,CONSTL,,FY0
PNNT.N,,,145366000.0,FY0
PODD.OQ,Omnipod System,339112,1305300000.0,FY0
PODD.OQ,Drug Delivery,424210,,FY0
PODD.OQ,International Omnipod,339112,,FY0
PODD.OQ,Segment Total,SEGMTL,,FY0
PODD.OQ,Consolidated Total,CONSTL,,FY0
BRO.N,Retail,"524126,524210",3573400000.0,FY0
BRO.N,Service,525120,,FY0
BRO.N,National Programs,"524126,524210",,FY0
BRO.N,Wholesale Brokerage,524210,,FY0
BRO.N,Segment Total,SEGMTL,,FY0
BRO.N,Other,EXPOTH,,FY0
BRO.N,Consolidated Total,CONSTL,,FY0
POOL.OQ,,,6179727000.0,FY0
POR.N,,,2636000000.0,FY0
POU.TO,Natural gas,211120,1615691194.92213,FY0
POU.TO,Condensate and oil,211120,,FY0
POU.TO,Other natural gas liquids,211120,,FY0
POU.TO,Royalty and sulphur income,211120,,FY0
POU.TO,Royalties expense,211120,,FY0
POU.TO,Sales of commodities purchased,211120,,FY0
POU.TO,Segment Total,SEGMTL,,FY0
POU.TO,Consolidated Total,CONSTL,,FY0
POW.TO,Lifeco,"523940,524113,524114",,FY0
POW.TO,IGM,523940,,FY0
POW.TO,GBL,523910,,FY0
POW.TO,Alternative asset investment platforms and other,OTHERS,,FY0
POW.TO,Segment Total,SEGMTL,,FY0
POW.TO,Other,EXPOTH,,FY0
POW.TO,Corporate,EXPOTH,,FY0
POW.TO,Consolidated Total,CONSTL,,FY0
POWI.OQ,,,651138000.0,FY0
POWL.OQ,Oil and gas,335313,532582000.0,FY0
POWL.OQ,Petrochemical,335313,,FY0
POWL.OQ,Electric utility,335313,,FY0
POWL.OQ,Traction power,335313,,FY0
POWL.OQ,All others,335313,,FY0
POWL.OQ,Commericial and other industrial,335313,,FY0
POWL.OQ,Segment Total,SEGMTL,,FY0
POWL.OQ,Consolidated Total,CONSTL,,FY0
PPG.N,Performance Coatings,"325510,325998,561910",17652000000.0,FY0
PPG.N,Industrial Coatings,"325510,325520",,FY0
PPG.N,Segment Total,SEGMTL,,FY0
PPG.N,Consolidated Total,CONSTL,,FY0
PPL.N,Kentucky Regulated,"221121,221122,221210",,FY0
PPL.N,Pennsylvania Delivery,"221121,221122",,FY0
PPL.N,Rhode Island Regulated,"221118,221210",,FY0
PPL.N,Corporate & others,OTHERS,,FY0
PPL.N,Segment Total,SEGMTL,,FY0
PPL.N,Consolidated Total,CONSTL,,FY0
QBRb.TO,Telecommunications,"516120,517111,517112",3344822496.12517,FY0
QBRb.TO,News Media,513110,,FY0
QBRb.TO,Sports and Entertainment,711211,,FY0
QBRb.TO,Segment Total,SEGMTL,,FY0
QBRb.TO,Intersegment,ICELIM,,FY0
QBRb.TO,Consolidated Total,CONSTL,,FY0
FEC.TO,Colombia,"211120,213112,221210,325120",1270758000.0,FY0
FEC.TO,Midstream Colombia,"213112,325120,486910,493190",,FY0
FEC.TO,Guyana,211120,,FY0
FEC.TO,Canada & Others,OTHERS,,FY0
FEC.TO,Ecuador,OTHERS,,FY0
FEC.TO,Segment Total,SEGMTL,,FY0
FEC.TO,Eliminations,ICELIM,,FY0
FEC.TO,Consolidated Total,CONSTL,,FY0
PRGS.OQ,Maintenance,541511,602013000.0,FY0
PRGS.OQ,Service,541511,,FY0
PRGS.OQ,Software Licenses,541511,,FY0
PRGS.OQ,"software products to develop, deploy, and manage high-impact",541511,,FY0
PRGS.OQ,Segment Total,SEGMTL,,FY0
PRGS.OQ,Consolidated Total,CONSTL,,FY0
PRI.N,Term Life Insurance,524113,,FY0
PRI.N,Investment and Savings Products,"336110,523940",,FY0
PRI.N,Senior health segment,"524113,524114",,FY0
PRI.N,Segment Total,SEGMTL,,FY0
PRI.N,Corporate and Other Distributed Products,EXPOTH,,FY0
PRI.N,Consolidated Total,CONSTL,,FY0
CLMB.OQ,Distribution,423430,304348000.0,FY0
CLMB.OQ,Solutions,541511,,FY0
CLMB.OQ,Segment Total,SEGMTL,,FY0
CLMB.OQ,Consolidated Total,CONSTL,,FY0
PGR.N,Personal Lines,"524126,524298",,FY0
PGR.N,Commercial Lines,524126,,FY0
PGR.N,Service Businesses,524126,,FY0
PGR.N,Investments,523940,,FY0
PGR.N,Property,524126,,FY0
PGR.N,Segment Total,SEGMTL,,FY0
PGR.N,Other indemnity,EXPOTH,,FY0
PGR.N,Fees and other revenue,EXPOTH,,FY0
PGR.N,Consolidated Total,CONSTL,,FY0
PRO.N,Services,513210,276137000.0,FY0
PRO.N,Subscription,513210,,FY0
PRO.N,Maintenance and support,513210,,FY0
PRO.N,Segment Total,SEGMTL,,FY0
PRO.N,Consolidated Total,CONSTL,,FY0
